"","bag_site","site_name","bags_label","finalTissue_VialLabel","finalTissue_condition","finalTissue_gonadIndex","gonad","condition"
"299","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250568","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"300","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250577","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"301","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250574","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"302","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250483","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","4 - Follicles clearly defined and engorged","4","4"
"303","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250479","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","4"
"304","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250571","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"305","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250475","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"306","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250474","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"307","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250482","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"308","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250473","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"309","Lewisetta","W4_VA","MVP-JR-1","CviMVPf_250481","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"310","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250226","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"311","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250234","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"312","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250238","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"313","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250229","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"314","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250327","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"315","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250236","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"316","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250242","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"317","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250233","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"318","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250243","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"319","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250325","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"320","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250326","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"321","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250232","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"322","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250235","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"323","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250239","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"324","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250224","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"325","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250240","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"326","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250230","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"327","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250237","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"328","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250225","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"329","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250329","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"330","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250231","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"331","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250328","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"332","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250241","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"333","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250228","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"334","Lewisetta","S1_LOLA","MVP-LOLA-1","CviMVPf_250227","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"335","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251373","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"336","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251368","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"337","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251371","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"338","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251365","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"339","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251540","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"340","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251374","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"341","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251545","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"342","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251549","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"343","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251548","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"344","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251376","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"345","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251377","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"346","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251372","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"347","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251542","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"348","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251363","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"349","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251550","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"350","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251370","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"351","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251375","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"352","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251367","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"353","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251543","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"354","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251546","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"355","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251551","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"356","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251544","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"357","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251364","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"358","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251547","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"359","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251366","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"360","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251541","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"361","YorkRiver","W1_TX","MVP-TX-5","CviMVPf_251369","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"362","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250318","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"363","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250314","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"364","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250322","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"365","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250412","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"366","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250312","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"367","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250410","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"368","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250323","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"369","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250421","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"370","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250414","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"371","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250415","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","4 - Follicles clearly defined and engorged","4","4"
"372","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250409","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","4"
"373","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250317","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"374","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250422","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"375","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250411","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"376","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250408","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"377","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250316","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"378","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250419","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","4"
"379","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250315","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"380","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250313","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","4"
"381","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250416","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"382","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250319","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"383","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250321","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","4 - Follicles clearly defined and engorged","4","4"
"384","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250320","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"385","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250418","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"386","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250420","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","4 - Follicles clearly defined and engorged","4","2"
"387","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250417","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","4"
"388","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250406","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"389","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250413","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"390","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250407","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","4 - Follicles clearly defined and engorged","4","4"
"391","Lewisetta","W4_VA","MVP-JR-2","CviMVPf_250324","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"392","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250518","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"393","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250511","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"394","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250515","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"395","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250528","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"396","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250519","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"397","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250527","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"398","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250514","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"399","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250524","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"400","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250529","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"401","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250535","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"402","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250536","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"403","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250526","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","3"
"404","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250512","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"405","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250537","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"406","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250525","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"407","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250513","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"408","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250510","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"409","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250531","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"410","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250522","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"411","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250533","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"412","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250534","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"413","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250516","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","3"
"414","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250520","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"415","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250521","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"416","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250517","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"417","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250532","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"418","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250509","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"419","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250530","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"420","Lewisetta","W2_LA","MVP-LA-2","CviMVPf_250523","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"421","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250492","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"422","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250488","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"423","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250502","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"424","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250496","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"425","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250499","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"426","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250495","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"427","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250487","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"428","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250503","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"429","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250507","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"430","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250398","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"431","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250493","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"432","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250402","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"433","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250498","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"434","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250490","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"435","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250404","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"436","Lewisetta","W4_VA","MVP-JR-3","CviMVPf_250505","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
