mortality_key,mortality_label,bags_key,alive_count,dead_count,mortality_timestamp,mortality_notes,dead_bag,alive_returned
e6cf95f9,2025-5-19_MVP-LARMIX-1,4ca2c33a,154,9,5/19/25 16:49,Initially mixed up with JR 2 but fixed it. 24 alive + 2 dead tags. 24 tagged and 76 not tagged oysters returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js),TRUE,100
0b080cb4,2025-5-19_MVP-FL-2,230dcc38,160,14,5/19/25 17:23,"30 alive + 2 dead tags, 30 tagged and 70 not tagged oysters returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
e7c09280,2025-5-19_MVP-SEEDMIX-3,0f94ce30,165,22,5/19/25 17:33,"found 23 alive + 1 dead tag + 4 loose tags, bag dumped (decided by kl and js)",TRUE,0
997619cf,2025-5-19_MVP-LOLA-2,953be50c,194,4,5/19/25 17:44,"found 28 alive + 0 dead tags, bag dumped (decided by kl and js)",TRUE,0
66cce39c,2025-5-19_MVP-NH-2,957bbb17,46,3,5/19/25 17:56,"found 9 alive + 3 dead tags, bag was dumped (decided by kl and js)",TRUE,0
ac55f391,2025-5-20_MVP-ME-3,f312af3f,66,19,5/20/25 7:51,"found 7 alive + 0 dead tags, bag was dumped (decided by kl and js)",TRUE,0
3ac8cecf,2025-5-20_MVP-LARMIX-2,aa3c244b,162,19,5/20/25 9:07,"25 alive + 2 dead tags found, 25 tagged and 75 not tagged oysters returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
2c97f9b2,2025-5-20_MVP-SEEDMIX-1,7239feb5,145,20,5/20/25 9:25,"14 alive + 1 dead tags found, bag dumped (decided by kl and js)",TRUE,0
c93f91db,2025-5-20_MVP-DEBY-1,24d5645e,188,8,5/20/25 9:37,"31 alive tags found, bag dumped (decided by kl and js)",TRUE,0
6f76c3c3,2025-5-20_MVP-LARMIX-3,ef48c3c3,149,11,5/20/25 9:47,"22 alive + 2 dead tags found, 23 tagged and 72 not tagged oysters returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
ede54a18,2025-5-20_MVP-LA-1,7e8856d8,190,34,5/20/25 10:08,"29 alive tags found, 29 tagged and 71 not tagged oysters returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
606997b4,2025-5-20_MVP-LA-3,bbec9cf8,212,6,5/20/25 10:25,"41 alive tags found, 35 tagged and 65 not tagged oysters returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
6e731a7e,2025-5-20_MVP-TX-1,2b6a3191,150,27,5/20/25 10:37,"22 alive + 4 dead tags found, 21 tagged and 79 not tagged oysters were returned the rest were dumped to strip bags down to 100 (decided by kl and js)",TRUE,100
f999683c,2025-5-20_MVP-TX-2,8fd17a9e,175,21,5/20/25 10:50,"29 alive + 1 loose tag found, 30 tagged and 70 not tagged oysters were returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
dd818b35,2025-5-20_MVP-ME-1,29b9493b,38,9,5/20/25 11:04,"9 alive + 1 dead + 1 loose tag found, bag dumped (decided by kl and js)",TRUE,0
9a44405b,2025-5-20_MVP-LA-2,689525dd,220,4,5/20/25 11:48,"31 alive + 1 dead + 1 loose tag found, 31 tagged and 70 not tagged oysters returned the rest are dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
d3d84120,2025-5-20_MVP-LOLA-3,ab553cef,194,12,5/20/25 12:01,"29 alive + 1 dead + 1 loose tag found, bag dumped (decided by kl and js)",TRUE,0
f95e2158,2025-5-20_MVP-JR-3,6981f952,185,20,5/20/25 12:13,"27 alive + 1 dead tags found, 27 tagged and 73 not tagged oysters returned the rest were dumped to strip the bag down to 100 oysters (decided by kl and js)",TRUE,100
bbed824d,2025-5-20_MVP-JR-1,3460d069,178,3,5/20/25 12:23,"30 alive tags found, 70 not tagged oysters were returned rest were not to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
2e3a5626,2025-5-20_MVP-NH-1,09dc7811,15,56,5/20/25 12:33,"1 alive + 2 dead + 1 loose tags found, bag was dumped (decided by kl and js). Alive count updated by MGE on 5/23/25 after shucking genotyping tray, which had an additional 10 dead oysters. Only 10 alive oysters were available for genotyping",TRUE,0
762fbab2,2025-5-24_MVP-FL-6,f5f69186,126,46,5/24/25 9:16,"13 alive + 3 dead tags found, all available 91 alive oysters returned",TRUE,91
ac96e813,2025-5-24_MVP-DEBY-6,c1ccef3e,161,21,5/24/25 9:30,23 alive + 2 dead  tags found,TRUE,0
01d916f2,2025-5-24_MVP-TX-6,2c1bf45d,114,32,5/24/25 9:38,"5 alive + 5 dead tags found, all available 79 alive oysters returned",TRUE,79
89bc524e,2025-5-24_MVP-TX-5,459cb517,142,22,5/24/25 9:49,"12 alive tags + 2 dead tags found, bag thinned to 100 oysters",TRUE,100
7de67a57,2025-5-24_MVP-SEEDMIX-5,1a026d5b,113,30,5/24/25 9:57,13 alive tags + 2 dead tags + 1 loose tag found,TRUE,0
29d75224,2025-5-24_MVP-LA-4,100369ae,59,39,5/24/25 10:09,5 alive + 5 dead tags found,TRUE,24
427b79ba,2025-5-24_MVP-LARMIX-5,a222be71,102,67,5/24/25 10:17,3 alive tags + 2 dead tags + 1 loose tag found,TRUE,67
42fe9d8e,2025-5-24_MVP-LOLA-6,a5917655,75,24,5/24/25 10:22,7 alive + 4 dead tags found,TRUE,0
9dbbfec2,2025-5-24_MVP-LA-5,a9458a4a,90,34,5/24/25 10:27,,TRUE,55
3dd393ec,2025-5-24_MVP-NH-5,d5555913,17,10,5/24/25 10:38,"2 alive + 1 dead tag found, the 2 tagged oysters have not been biopsied before and will be pulled for genotyping MGE",TRUE,0
db056240,2025-5-24_MVP-FL-4,214a10fd,134,31,5/24/25 10:43,17 alive + 3 dead tags found,TRUE,99
b04d65d8,2025-5-24_MVP-SEEDMIX-4,8940e43d,106,28,5/24/25 10:50,9 alive + 6 dead tags found,TRUE,0
25c701e4,2025-5-24_MVP-DEBY-5,15161707,136,23,5/24/25 10:57,17 alive + 3 dead tags found,TRUE,0
45a4401e,2025-5-24_MVP-ME-4,12bc8d82,2,5,5/24/25 10:58,"2 oysters alive in entire bag, 2 dead tags found",TRUE,0
a66ca884,2025-5-24_MVP-LOLA-5,b8b043b2,104,30,5/24/25 11:09,9 alive tags + 1 dead tag found,TRUE,0
1e9567f5,2025-5-24_MVP-LARMIX-6,5fb1d274,83,15,5/24/25 11:17,9 alive + 0 dead tags found,TRUE,48
ff37d301,2025-5-24_MVP-LA-6,6a4a5efe,61,33,5/24/25 11:23,3 alive tags plus 1 dead tag found,TRUE,19
7b9a8d7f,2025-5-24_MVP-ME-5,ca40eea6,14,6,5/24/25 11:26,"1 dead tag, 14 alive 3 taken for phenotyping and 11 taken for genotyping",TRUE,0
c769b4d4,2025-5-24_MVP-JR-6,cac61fcc,132,20,5/24/25 11:34,14 alive tags plus 3 dead tags found,TRUE,97
82d62851,2025-5-24_MVP-SEEDMIX-6,8894d982,120,25,5/24/25 11:41,11 alive plus 2 dead tags found,TRUE,0
17ef6d87,2025-5-24_MVP-DEBY-4,16543236,110,29,5/24/25 11:48,12 alive + 2 dead tags found,TRUE,0
aa2353f3,2025-5-24_MVP-ME-6,f0b7aeea,5,0,5/24/25 11:51,"All 5 taken for genotyping, no tags recovered",FALSE,0
a3b62817,2025-5-24_MVP-JR-4,ab963807,156,19,5/24/25 13:11,"16 alive tags plus 2 dead tags found, bag thinned to 100 oysters",TRUE,100
1627dbc0,2025-5-24_MVP-FL-5,78b3b60a,112,32,5/24/25 13:19,11 alive plus 3 dead tags found,TRUE,77
9a476dd7,2025-5-24_MVP-JR-5,8b476356,156,19,5/24/25 13:24,"13 alive tags plus 3 dead tags found, bag thinned to 100 oysters",TRUE,100
1d1ab555,2025-5-24_MVP-TX-4,eb43e468,105,14,5/24/25 13:31,7 alive tags found,TRUE,70
990f6b05,2025-5-24_MVP-LOLA-4,bd86970d,69,22,5/24/25 13:35,5 dead plus 5 alive tags found,TRUE,0
cec97655,2025-5-24_MVP-LARMIX-4,36a7a874,89,22,5/24/25 13:40,8 alive plus 4 dead tags found,TRUE,0
af624eb0,2025-5-24_MVP-NH-6,26bf3141,8,4,5/24/25 13:45,"All 10 alive taken for genotyping, 2 tags found 1 alive 1 dead",TRUE,0
0ba25c37,2025-5-29_MVP-NH-4,b2afd5ee,0,0,5/29/25 12:49,"adding entry for analysis purposes, this bag crashed in november '24",FALSE,0
